,last_scraped,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,bathrooms_text,price,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,id,host_id,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3252,9/28/2024,Gøran,3/7/2021,10,within an hour,93%,97%,t,t,t,Entire condo,Entire home/apt,1.5 baths,3971.00,t,9/28/2024,10/26/2022,9/24/2024,no reviews,f,6.90E+17,391551702,1.3,1.4,6,1,3,3,2,730,2,2,730,730,2,730,15,66,7.2,3.3,0.3,4.88,4.84,4.84,4.77,4.96,1,0,0,3.2
3253,9/28/2024,Linn-Therese,10/12/2015,"Oslo, Norway",within an hour,100%,81%,t,t,t,Entire condo,Entire home/apt,1 bath,1100.00,t,9/28/2024,8/18/2022,8/28/2024,no reviews,f,6.91E+17,46361183,1,1,3,1,1,1,2,21,2,2,21,21,2,21,10,42,23,10,0,5,5,4.87,5,4.87,1,0,0,0.89
3254,9/28/2024,Linda,3/11/2014,"Oslo, Norway",within an hour,100%,100%,t,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,8/21/2022,2/25/2024,no reviews,f,6.91E+17,13015683,1.3,1.4,2,1,1,0,2,40,2,2,187.4,188.8,2,189.2,0,0,12,3,0,5,4.92,5,5,4.83,1,0,0,0.47
3255,9/28/2024,Torunn,5/15/2017,"Oslo, Norway",within a few hours,100%,50%,f,t,t,Entire condo,Entire home/apt,1.5 baths,1700.00,t,9/28/2024,9/18/2022,7/19/2023,no reviews,f,6.91E+17,130365685,1,2,4,1,2,2,2,365,2,2,365,365,2,365,28,88,3,0,0,5,4.67,4.67,5,5,1,0,0,0.12
3256,9/28/2024,Rakel,12/14/2014,"Oslo, Norway",within a day,100%,64%,f,t,t,Entire condo,Entire home/apt,1 bath,1500.00,t,9/28/2024,9/1/2022,6/18/2024,no reviews,f,6.92E+17,24832042,3,1.4,4,1,2,2,2,14,2,2,14,14,2,14,0,26,5,1,0,4.6,4.4,4.4,4.6,4.8,1,0,0,0.2
3257,9/28/2024,Elsa,3/14/2019,"Oslo, Norway",within an hour,100%,100%,f,t,t,Entire condo,Entire home/apt,1 bath,957.00,t,9/28/2024,8/19/2022,8/3/2024,no reviews,f,6.92E+17,248800040,1,2,2,1,1,1,2,60,2,2,187.4,188.8,2,189.2,27,87,7,3,0,4.86,5,4.57,5,4.71,1,0,0,0.27
3258,9/28/2024,Benim,8/12/2022,10,within a few hours,100%,0%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,8/21/2022,7/3/2023,no reviews,f,6.92E+17,474640286,1,1,2,1,1,0,4,14,5,5,14,14,5,14,0,0,11,0,0,5,5,4.64,5,4.91,1,0,0,0.43
3259,9/28/2024,Peter,1/6/2017,"Oslo, Norway",within a day,100%,50%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,6/18/2023,8/3/2023,no reviews,f,6.92E+17,110206125,1,1,3,1,1,0,2,7,2,2,7,7,2,7,15,15,3,0,0,5,5,4.67,5,4.67,1,0,0,0.19
3260,9/28/2024,Anne,8/9/2022,10,within a day,100%,83%,f,t,t,Entire townhouse,Entire home/apt,2 baths,3100.00,t,9/28/2024,8/29/2022,8/3/2024,no reviews,f,6.92E+17,474099235,1,1,7,1,1.4,1.2,4,365,2,7,365,365,5.2,365,10,10,11,3,0,5,5,4.82,5,4.91,1,0,0,0.43
3261,9/28/2024,Hilde,7/12/2013,"Oslo, Norway",within a day,100%,20%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,8/21/2022,8/12/2023,no reviews,f,6.93E+17,7439315,1,1,1,1,0,0,3,10,3,3,10,10,3,10,0,0,2,0,0,5,5,5,4.5,4.5,1,0,0,0.08
3262,9/28/2024,Harald,9/4/2015,"Oslo, Norway",within an hour,100%,100%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,9/30/2022,7/30/2023,no reviews,f,6.93E+17,43357261,1,1,4,1,2,0,4,185.9,4,4,187.4,188.8,4,189.2,0,0,6,0,0,5,5,5,5,4.67,1,0,0,0.25
3263,9/28/2024,Elias,2/4/2019,10,within an hour,100%,88%,t,t,t,Entire rental unit,Entire home/apt,1 bath,1400.00,t,9/28/2024,8/20/2022,9/15/2024,no reviews,f,6.93E+17,241018888,1,2,4,1,1,2,2,185.9,2,2,187.4,188.8,2,189.2,16,71,7.2,3.3,0.3,4.89,4.86,4.92,4.85,4.94,1,0,0,1
3264,9/28/2024,Jeanett,3/23/2016,"Oslo, Norway",within a few hours,100%,94%,f,t,f,Private room in condo,Private room,1 shared bath,907.00,t,9/28/2024,8/20/2022,9/13/2024,no reviews,f,6.93E+17,64222673,1,3,2,1,1,1,2,365,2,2,365,365,2,365,0,0,24,12,2,4.96,5,4.88,4.83,5,1,0,0,0.93
3265,9/28/2024,Edwin,7/3/2017,"Oslo, Norway",within an hour,100%,77%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,8/24/2022,7/19/2024,no reviews,f,6.93E+17,138390135,1.3,1.4,4,1,1,0,2,365,2,2,365,365,2,365,0,0,20,5,0,4.4,4.45,3.9,4.45,4.65,1,0,0,0.78
3266,9/28/2024,Olivera,6/1/2017,"Oslo, Norway",within a day,100%,100%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,10/10/2022,5/21/2024,no reviews,f,6.93E+17,132988108,1,2,3,1,2,0,3,15,3,3,15,15,3,15,0,0,4,2,0,5,5,5,5,5,1,0,0,0.17
3267,9/28/2024,Laith,8/13/2022,"Oslo, Norway",within an hour,100%,100%,t,t,t,Entire condo,Entire home/apt,1 bath,1025.00,t,9/28/2024,8/17/2022,9/22/2024,no reviews,f,6.93E+17,474851863,1,1,4,1,1,3,1,185.9,1,1,187.4,188.8,1,189.2,21,61,7.2,3.3,0.3,4.88,4.85,4.88,4.93,4.76,1,0,0,1
3268,9/28/2024,Felix,8/14/2022,10,a few days or more,0%,0%,f,t,f,Entire condo,Entire home/apt,1 bath,596.00,t,9/28/2024,never,no reviews,no reviews,f,6.94E+17,474949243,1,1,2,1,1,1,2.1,365,2.3,2.7,365,365,2.4,365,7,27,0,0,0,4.9,4.9,4.8,4.9,4.9,1,0,0,1
3269,9/28/2024,Maren,12/17/2018,"Oslo, Norway",within an hour,100%,94%,t,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,8/19/2022,6/30/2024,no reviews,f,6.94E+17,231069935,2,2,2,1,0,0,1,7,1,1,7,7,1,7,0,0,28,11,0,4.96,4.96,4.89,4.79,4.82,1,0,0,1.09
3270,9/28/2024,Katinka,3/31/2014,"Oslo, Norway",within an hour,100%,91%,t,t,t,Entire condo,Entire home/apt,1 bath,1000.00,t,9/28/2024,7/29/2023,9/24/2024,no reviews,f,6.94E+17,13746915,1,1,2,1,1,1,2,14,2,2,14,14,2,14,7,30,7.2,3.3,0.3,5,5,5,4.93,4.93,1,0,0,3.01
3271,9/28/2024,Einar,8/15/2022,"Oslo, Norway",within a day,90%,68%,t,t,f,Entire rental unit,Entire home/apt,1 bath,1750.00,t,9/28/2024,11/19/2023,5/12/2024,no reviews,f,6.94E+17,475145205,2,3,2,1,1,1,1,30,1,1,30,30,1,30,29,89,8,8,0,4.88,5,4.38,4.88,4.88,1,0,0,0.76
3272,9/28/2024,Torstein,6/3/2012,"Oslo, Norway",within an hour,100%,97%,t,t,t,Entire condo,Entire home/apt,1 bath,1529.00,t,9/28/2024,8/21/2022,9/25/2024,no reviews,f,6.95E+17,2536054,2,2,4,1,2,2,2,365,1,2,187.4,188.8,2,189.2,6,43,7.2,3.3,0.3,4.99,4.99,4.99,4.99,4.86,1,0,0,1
3273,9/28/2024,Mona,11/27/2013,"Oslo, Norway",within a day,100%,100%,t,t,t,Private room in condo,Private room,1 shared bath,800.00,t,9/28/2024,9/30/2022,6/28/2024,no reviews,f,6.95E+17,10303562,2,2,2,1,1,1,4,65,4,2.7,65,65,2.4,65,0,1,19,6,0,5,5,5,5,4.95,1,0,0,0.78
3274,9/28/2024,Nina,8/16/2022,10,a few days or more,0%,0%,f,f,f,Entire home,Entire home/apt,3 baths,0.00,t,9/28/2024,never,no reviews,no reviews,f,6.95E+17,475323706,1,1,3.2,1,1.4,0,3,67,3,3,67,67,3,67,27,87,0,0,0,4.9,4.9,4.8,4.9,4.9,1,0,0,0.78
3275,9/28/2024,Petter,8/14/2022,10,within an hour,100%,86%,f,t,t,Entire condo,Entire home/apt,1 bath,1600.00,t,9/28/2024,8/21/2022,9/1/2024,no reviews,f,6.95E+17,474909757,1,1,2,1,1,1,2,40,2,2,40,40,2,40,2,62,10,3,1,4.8,4.9,4.8,5,4.9,1,0,0,0.39
3276,9/28/2024,Anders,10/27/2019,"Oslo, Norway",within an hour,100%,96%,t,f,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,9/9/2022,8/1/2024,no reviews,f,6.95E+17,304796989,1.3,1.4,3,1,1,0,2.1,365,4,2.7,365,365,2.4,365,0,27,30,2,0,5,5,4.9,4.93,4.97,1,0,0,1.2
3277,9/28/2024,Sandra,9/20/2019,"Oslo, Norway",within a day,100%,100%,f,t,t,Entire condo,Entire home/apt,2 baths,5500.00,t,9/28/2024,8/28/2022,8/1/2024,no reviews,f,6.95E+17,296480528,1,1,4,1,2,2,3,730,3,3,730,730,3,730,0,26,19,5,0,4.84,4.89,4.95,4.84,4.89,1,0,0,0.75
3278,9/28/2024,Ingebjørg,6/10/2017,10,within a few hours,100%,89%,t,t,t,Private room in condo,Private room,1 shared bath,654.00,t,9/28/2024,8/20/2022,9/13/2024,no reviews,f,6.95E+17,134395092,1,1,1,1,1,1,1,14,1,1,14,14,1,14,27,86,7.2,3.3,0.3,4.91,4.92,4.92,4.85,4.87,1,0,0,1
3279,9/28/2024,Mia,10/25/2015,"Oslo, Norway",within a day,100%,50%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,never,no reviews,no reviews,f,6.95E+17,47409701,1,3,2,1,1,0,2.1,30,2.3,7,30,30,2.4,30,0,0,0,0,0,4.9,4.9,4.8,4.9,4.9,1,0,0,1
3280,9/28/2024,Francesco,12/6/2013,"Oslo, Norway",within an hour,100%,67%,f,t,t,Entire rental unit,Entire home/apt,1 bath,0.00,t,9/28/2024,9/23/2022,6/17/2024,no reviews,f,6.95E+17,10468052,1,1,2,1,1,0,1,30,1,1,30,30,1,30,0,0,4,1,0,4.75,4.75,5,4.25,4.75,1,0,0,0.16
3281,9/28/2024,Nora,6/4/2017,"Oslo, Norway",within a few hours,88%,61%,t,t,t,Entire condo,Entire home/apt,1 bath,850.00,t,9/28/2024,9/4/2022,8/7/2024,no reviews,f,6.96E+17,133399737,2,2,2,1,1,1,3,365,3,7,365,365,3.7,365,0,2,21,7,0,5,4.95,4.76,4.76,4.86,1,0,0,0.83
3282,9/28/2024,Jonathan,1/12/2016,"Oslo, Norway",within a few hours,100%,50%,f,t,t,Entire condo,Entire home/apt,1 bath,1641.00,t,9/28/2024,8/29/2022,6/20/2024,no reviews,f,6.96E+17,54289564,1,1,2,1,1,1,2,365,2,2,365,365,2,365,29,89,2,1,0,5,4.5,5,5,5,1,0,0,0.08
3283,9/28/2024,Oscar,12/7/2018,10,within a few hours,100%,50%,f,t,t,Entire condo,Entire home/apt,1 bath,1700.00,t,9/28/2024,8/27/2022,9/29/2023,no reviews,f,6.96E+17,229550218,1,1,4,1,1,1,2,365,2,2,365,365,2,365,30,90,30,1,0,4.67,4.7,4.23,4.63,4.9,1,0,0,1.18
3284,9/28/2024,Pernille,2/15/2016,"Oslo, Norway",within a day,67%,50%,f,t,f,Entire condo,Entire home/apt,1 bath,1200.00,t,9/28/2024,5/21/2023,8/9/2024,no reviews,f,6.96E+17,58913319,1,1,2,1,1,1,2,20,2,2,20,20,2,20,13,73,7,4,0,4.86,4.86,4.57,4.57,4.86,1,0,0,0.42
3285,9/28/2024,Ingeborg,11/1/2015,"Oslo, Norway",within a few hours,100%,100%,f,t,f,Entire loft,Entire home/apt,1 bath,0.00,t,9/28/2024,9/11/2022,9/15/2024,no reviews,f,6.96E+17,47926405,1,1,2,1,1,0,2,365,2,2,365,365,2,365,0,0,7,2,1,5,5,5,5,5,1,0,0,0.28
3286,9/28/2024,Ellen,6/19/2017,"Oslo, Norway",within an hour,100%,29%,f,t,t,Entire condo,Entire home/apt,1 bath,900.00,t,9/28/2024,9/21/2022,6/29/2024,no reviews,f,6.96E+17,135842845,1,1,2,1,1,1,2,30,2,2,30,30,2,30,28,88,3,1,0,4.33,4.67,4.67,4.67,4.33,1,0,0,0.12
3287,9/28/2024,Julie,2/7/2016,"Oslo, Norway",within a day,90%,42%,f,t,t,Entire condo,Entire home/apt,1 bath,914.00,t,9/28/2024,10/23/2022,9/22/2024,no reviews,f,6.97E+17,57734590,1,1,2,1,1,1,2,365,1,2,365,365,2,365,6,37,7.2,3.3,2,4.8,4.8,4.35,4.95,4.6,1,0,0,1.7
3288,9/28/2024,Jarle M.,3/3/2016,"Oslo, Norway",within an hour,100%,100%,t,t,t,Entire rental unit,Entire home/apt,1 bath,1992.00,t,9/28/2024,3/23/2023,2/5/2024,no reviews,t,6.97E+17,61362055,1.3,1.4,2,1,1,1,2,365,1,3,365,365,2.1,365,10,37,7,1,0,5,4.86,5,5,5,1,0,0,0.38
3289,9/28/2024,Åse,2/20/2018,"Oslo, Norway",within a day,100%,50%,f,t,t,Entire condo,Entire home/apt,1 bath,1100.00,t,9/28/2024,never,no reviews,no reviews,f,6.97E+17,174337621,2,2,2,1,1,1,4,365,4,4,365,365,4,365,28,88,0,0,0,4.9,4.9,4.8,4.9,4.9,1,0,0,0.38
3290,9/28/2024,Mathias,12/8/2017,"Oslo, Norway",within a day,100%,67%,f,t,t,Entire condo,Entire home/apt,1 bath,1300.00,t,9/28/2024,9/24/2022,8/18/2024,no reviews,f,6.98E+17,161874923,1,1,3,1,2,2,2,36,2,2,36,36,2,36,27,87,4,2,0,5,5,5,5,4.75,1,0,0,0.16
3291,9/28/2024,Håkon,1/20/2022,10,within a day,100%,0%,f,t,f,Entire condo,Entire home/apt,1 bath,1200.00,t,9/28/2024,8/25/2022,2/3/2024,no reviews,f,6.98E+17,441287238,1,1,2,1,1,1,2.1,365,2.3,2.7,365,365,2.4,365,0,4,10,1,0,4.9,4.8,4.8,5,4.8,1,0,0,0.39
3292,9/28/2024,Thomas,8/20/2022,10,within an hour,100%,100%,f,f,t,Entire condo,Entire home/apt,1 bath,2200.00,t,9/28/2024,6/23/2024,8/9/2024,no reviews,f,6.98E+17,475942788,1,1,4,1,2,2,3,185.9,3,3,187.4,188.8,3,189.2,0,53,5,5,0,5,5,5,4.8,5,1,0,0,1.53
3293,9/28/2024,Lina,2/9/2017,"Oslo, Norway",within an hour,100%,82%,t,t,t,Entire rental unit,Entire home/apt,1 bath,1700.00,t,9/28/2024,1/2/2023,8/16/2024,no reviews,f,6.98E+17,115686105,1,2,5,1,3,3,2,365,2,2,365,365,2,365,8,8,18,10,0,5,5,4.94,5,4.89,1,0,0,0.85
3294,9/28/2024,Sindre,10/25/2015,10,within an hour,100%,100%,t,t,t,Private room in loft,Private room,1 private bath,957.00,t,9/28/2024,9/10/2022,9/22/2024,no reviews,f,6.98E+17,47392934,1,2,2,1,1,1,2,365,2,2,187.4,188.8,2,189.2,19,58,7.2,3.3,0.3,4.97,4.94,4.97,4.96,4.93,1,0,0,1
3295,9/28/2024,Ellinor,2/19/2018,10,within a day,100%,50%,f,t,t,Entire condo,Entire home/apt,1.5 baths,0.00,t,9/28/2024,9/19/2022,12/26/2022,no reviews,f,6.99E+17,174176049,1,1,4,1,2,0,3,365,3,3,365,365,3,365,0,0,6,0,0,4.83,5,4.33,5,4.83,1,0,0,0.24
3296,9/28/2024,Nikolai,9/20/2016,"Akershus, Norway",within an hour,100%,75%,f,t,t,Entire condo,Entire home/apt,1 bath,2190.00,t,9/28/2024,9/11/2022,6/30/2024,no reviews,f,6.99E+17,96058753,1,2,3,1,2,2,4,185.9,4,4,187.4,188.8,4,189.2,21,81,20,4,0,4.5,4.8,4.1,4.95,4.9,1,0,0,0.8
3297,9/28/2024,Sahra Brandal,8/16/2022,"Oslo, Norway",within a day,100%,40%,f,t,f,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,9/4/2022,10/28/2023,no reviews,f,6.99E+17,475252895,1,1,3,1,1,0,2,20,2,2,20,20,2,20,0,0,21,1,0,4.95,4.95,4.81,4.9,4.9,1,0,0,0.83
3298,9/28/2024,Selma,9/10/2019,10,within a day,100%,14%,f,t,t,Entire condo,Entire home/apt,1 bath,750.00,t,9/28/2024,8/19/2023,10/13/2023,no reviews,f,6.99E+17,293742199,1,1,2,1,1,2,1,5,1,3,5,5,1,5,10,10,2,1,0,5,5,5,5,4.5,1,0,0,0.15
3299,9/28/2024,Urban,1/2/2019,"Oslo, Norway",within an hour,99%,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,613.00,t,9/28/2024,9/1/2022,9/13/2024,no reviews,t,7.00E+17,233933220,1.3,1.4,1,1,1,1,3,365,3,3,187.4,188.8,3,189.2,7,57,7.2,3.3,2,4.31,4.54,4.5,4.8,4.72,1,0,0,2.13
3300,9/28/2024,Wenche,8/19/2022,"Oslo, Norway",within a few hours,100%,17%,f,t,t,Entire condo,Entire home/apt,1 bath,919.00,t,9/28/2024,7/2/2023,9/1/2024,no reviews,f,7.00E+17,475750173,1,1,2,1,1,1,3,365,3,3,365,365,3,365,26,85,7,2,1,4.86,5,4.86,4.86,4.86,1,0,0,0.46
3301,9/28/2024,Kristoffer,9/16/2015,"Oslo, Norway",within an hour,100%,100%,t,t,t,Private room in condo,Private room,1 shared bath,900.00,t,9/28/2024,8/2/2023,8/22/2024,no reviews,f,7.00E+17,44361394,3,3,2,1,1,1,2,15,2,4,187.4,188.8,2,189.2,7,7,33,13,0,5,4.97,4.94,4.91,4.88,1,0,0,2.33
3302,9/28/2024,Tord,5/9/2014,"Lucerne, Switzerland",within an hour,100%,81%,f,t,t,Entire condo,Entire home/apt,2 baths,3961.00,t,9/28/2024,3/20/2023,8/2/2024,no reviews,f,7.00E+17,15319026,1.3,1.4,3.2,1,1.4,1.2,3,365,3,3,365,365,3,365,27,87,17,6,0,4.47,4.47,4.24,4.59,4.76,1,0,0,0.91
3303,9/28/2024,Siri Elise,4/11/2018,"Oslo, Norway",within an hour,100%,50%,f,t,t,Entire condo,Entire home/apt,1 bath,900.00,t,9/28/2024,6/22/2023,6/22/2023,no reviews,f,7.00E+17,183689223,1,1.4,2,1,1,1,3,300,3,3,300,300,3,300,0,0,1,0,0,5,5,5,5,5,1,0,0,0.06
3304,9/28/2024,Urban,1/2/2019,"Oslo, Norway",within an hour,99%,100%,f,t,t,Entire condo,Entire home/apt,1 bath,1013.00,t,9/28/2024,9/2/2022,8/29/2024,no reviews,t,7.00E+17,233933220,1.3,1.4,2,1,1,0,3,365,3,3,187.4,188.8,3,189.2,18,74,7.2,3.3,1,4.51,4.66,4.45,4.78,4.77,1,0,0,3.68
3305,9/28/2024,Urban,1/2/2019,"Oslo, Norway",within an hour,99%,100%,f,t,t,Entire condo,Entire home/apt,1 bath,715.00,t,9/28/2024,9/5/2022,8/29/2024,no reviews,t,7.00E+17,233933220,1.3,1.4,1,1,1,0,3,365,3,3,187.4,188.8,3,189.2,0,5,36,11,1,4.5,4.61,4.61,4.61,4.89,1,0,0,1.43
3306,9/28/2024,Ingvild,8/24/2022,10,within a day,100%,100%,f,t,f,Entire condo,Entire home/apt,1 bath,1600.00,t,9/28/2024,4/6/2023,9/22/2024,no reviews,f,7.00E+17,476491944,1,1,4,1,2,2,2,25,2,5,25,25,2.1,25,0,10,6,4,1,5,5,5,5,5,1,0,0,0.33
3307,9/28/2024,Armann,3/25/2022,10,within a day,50%,40%,f,t,t,Entire condo,Entire home/apt,1 bath,1212.00,t,9/28/2024,1/23/2023,7/31/2024,no reviews,f,7.01E+17,451197103,1,1,2,1,1,1,2,21,2,2,21,21,2,21,28,88,12,1,0,4.83,4.92,4.33,5,4.92,1,0,0,0.59
3308,9/28/2024,Emil,7/15/2015,"Oslo, Norway",within a few hours,100%,100%,f,t,t,Entire condo,Entire home/apt,1 bath,1051.00,t,9/28/2024,9/1/2024,9/22/2024,no reviews,f,7.01E+17,38597544,1,1,2,1,1,1,2,6,2,2,6,6,2,6,6,10,2,2,2,5,5,5,5,5,1,0,0,2
3309,9/28/2024,Maria,1/11/2013,"Oslo, Norway",within a day,100%,50%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,never,no reviews,no reviews,f,7.01E+17,4664639,1,1,2,1,1,0,2,365,2,2,365,365,2,365,0,0,0,0,0,4.9,4.9,4.8,4.9,4.9,1,0,0,2
3310,9/28/2024,Lula Helene,5/16/2022,"Oslo, Norway",a few days or more,0%,33%,f,t,t,Entire condo,Entire home/apt,1 bath,1500.00,t,9/28/2024,9/4/2022,6/30/2024,no reviews,f,7.01E+17,459351980,1,1,2,1,1,1,1,365,1,1,365,365,1,365,0,16,6,2,0,4.83,4.83,4,4.83,5,1,0,0,0.24
3311,9/28/2024,Cathrine,7/16/2015,10,within a few hours,100%,46%,f,t,f,Entire condo,Entire home/apt,1 bath,1000.00,t,9/28/2024,9/4/2022,9/2/2024,no reviews,f,7.01E+17,38683995,1,1,2,1,1,1,3,30,3,3,30,30,3,30,26,86,11,4,1,4.91,4.91,4.64,4.91,4.91,1,0,0,0.44
3312,9/28/2024,Michał,7/29/2018,"Oslo, Norway",within a few hours,89%,54%,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,700.00,t,9/28/2024,10/30/2022,8/25/2024,no reviews,f,7.01E+17,205973013,1,1,2,1,1,1,3,9,2,2,9,9,2,9,7,7,11,3,0,4.91,4.73,4.73,4.82,4.64,1,0,0,0.47
3313,9/28/2024,Vorin,1/7/2020,"Oslo, Norway",within a day,50%,22%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,1/15/2023,7/3/2024,no reviews,f,7.01E+17,325192135,1,1,2,1,1,0,3,365,3,3,365,365,3,365,0,0,13,2,0,4.54,4.62,4.54,4.62,4.69,1,0,0,0.63
3314,9/28/2024,Eyvind,1/11/2014,"Oslo, Norway",within a day,50%,0%,f,t,t,Entire condo,Entire home/apt,1 bath,960.00,t,9/28/2024,never,no reviews,no reviews,f,7.01E+17,11199988,1,2,2,1,1,1,2.1,365,2.3,2.7,365,365,2.4,365,23,83,0,0,0,4.9,4.9,4.8,4.9,4.9,1,0,0,0.63
3315,9/28/2024,Tommy Arnulf,8/19/2022,10,within a day,100%,50%,f,t,f,Entire condo,Entire home/apt,1 bath,2500.00,t,9/28/2024,never,no reviews,no reviews,f,7.01E+17,475719611,1,1,4,1,2,2,2.1,14,6,6,14,14,2.4,14,28,88,0,0,0,4.9,4.9,4.8,4.9,4.9,1,0,0,0.63
3316,9/28/2024,Marta Louise,6/22/2018,"Oslo, Norway",within a few hours,100%,63%,f,t,t,Entire condo,Entire home/apt,1 bath,1300.00,t,9/28/2024,9/18/2022,8/1/2024,no reviews,f,7.02E+17,197289428,1,2,2,1,1,1,2,365,2,2,365,365,2,365,28,88,8,2,0,4.88,5,4.88,5,4.75,1,0,0,0.32
3317,9/28/2024,Vilde,7/13/2017,"Oslo, Norway",within an hour,100%,73%,f,t,f,Entire condo,Entire home/apt,Half-bath,1957.00,t,9/28/2024,6/27/2024,9/15/2024,no reviews,f,7.02E+17,140310573,1,1,4,1,2,2,1,365,1,1,365,365,1,365,29,80,9,9,2,4.89,4.78,4.89,4.89,4.56,1,0,0,2.87
3318,9/28/2024,Katiuscia,11/3/2017,"Oslo, Norway",within an hour,90%,92%,t,t,t,Private room in condo,Private room,1 shared bath,942.00,t,9/28/2024,9/1/2022,9/21/2024,no reviews,f,7.02E+17,157270534,3,1.4,2,1,1,2,1,365,1,1,365,365,1,365,30,88,7.2,9,1,4.57,4.59,4.78,4.7,4.78,1,0,0,2.13
3319,9/28/2024,Katiuscia,11/3/2017,"Oslo, Norway",within an hour,90%,92%,t,t,t,Private room in condo,Private room,1 shared bath,1442.00,t,9/28/2024,8/28/2022,7/2/2023,no reviews,f,7.02E+17,157270534,3,1.4,2,1,1,1,1,7,1,1,7,7,1,7,30,88,30,0,0,4.67,4.77,4.7,4.57,4.87,1,0,0,1.18
3320,9/28/2024,Anders,7/3/2014,"Oslo, Norway",within an hour,100%,93%,f,t,t,Entire condo,Entire home/apt,1 bath,595.00,t,9/28/2024,8/29/2022,8/9/2024,no reviews,f,7.03E+17,17587244,1,1,1,1,0,1,3,30,3,3,30,30,3,30,25,70,34,17,0,4.47,4.71,4.47,4.71,4.62,1,0,0,1.34
3321,9/28/2024,Jørgen,5/28/2017,"Oslo, Norway",within an hour,100%,95%,t,t,t,Entire rental unit,Entire home/apt,1 bath,0.00,t,9/28/2024,1/21/2023,8/9/2024,no reviews,f,7.03E+17,132285768,1,1,2,1,1,0,2,185.9,2,2,187.4,188.8,2,189.2,0,0,7.2,3.3,0,4.9,4.94,4.94,4.97,4.81,1,0,0,1
3322,9/28/2024,Oslo,9/18/2023,"Oslo, Norway",within an hour,100%,99%,f,t,t,Entire rental unit,Entire home/apt,1 bath,600.00,t,9/28/2024,9/4/2022,8/27/2024,no reviews,f,7.03E+17,537751867,1.3,1.4,4,1,2,2,3,20,2,2.7,187.4,188.8,3.6,189.2,7,51,7.2,3.3,0,4.73,4.66,4.6,4.8,4.85,1,0,0,3.17
3323,9/28/2024,Line,5/20/2017,"Oslo, Norway",within an hour,82%,63%,f,t,t,Entire condo,Entire home/apt,1 bath,986.00,t,9/28/2024,9/5/2022,9/8/2024,no reviews,f,7.04E+17,131201598,1,1,3,1,1,1,2,365,2,2,365,365,2,365,2,7,33,15,2,4.85,4.88,4.73,4.85,4.91,1,0,0,1.31
3324,9/28/2024,Christian,12/25/2016,"Oslo, Norway",within a day,100%,85%,t,t,t,Private room in condo,Private room,1 shared bath,550.00,t,9/28/2024,9/23/2022,8/23/2024,no reviews,f,7.04E+17,108495069,2,2,2,1,1,1,1,7,1,1,7,7,1,7,12,51,36,3.3,0,4.97,4.83,4.83,4.89,4.83,1,0,0,1.47
3325,9/28/2024,Nicolay,11/3/2014,"Oslo, Norway",within a few hours,100%,82%,f,t,t,Entire condo,Entire home/apt,1 bath,651.00,t,9/28/2024,11/30/2022,7/13/2024,no reviews,f,7.04E+17,23286419,1,1,2,1,1,1,3,185.9,5,5,187.4,188.8,5,189.2,0,0,23,6,0,4.74,4.78,4.04,4.83,4.78,1,0,0,1.03
3326,9/28/2024,Jeanette Myhre,4/13/2014,"Oslo, Norway",within a day,100%,80%,f,t,t,Entire vacation home,Entire home/apt,1 bath,1850.00,t,9/28/2024,9/4/2022,7/1/2024,no reviews,f,7.04E+17,14215619,2,2,4,1,2,3,2,185.9,2,2,187.4,188.8,2,189.2,0,0,10,4,0,4.9,4.8,4.8,4.9,4.7,1,0,0,0.4
